subject,gender,spanish,household,age,math,education,n1,n2,ntrials,ncorrect
100,M,None,5,76,0,0,1,2,1,1
100,M,None,5,76,0,0,1,2,1,1
100,M,None,5,76,0,0,2,3,1,1
100,M,None,5,76,0,0,2,3,1,1
100,M,None,5,76,0,0,3,4,1,1
100,M,None,5,76,0,0,3,4,1,1
100,M,None,5,76,0,0,4,5,1,1
100,M,None,5,76,0,0,4,5,1,1
100,M,None,5,76,0,0,5,6,1,1
100,M,None,5,76,0,0,5,6,1,1
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,7,8,1,0
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,7,8,1,0
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,7,8,1,0
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,7,8,1,1
100,M,None,5,76,0,0,7,8,1,0
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,7,8,1,0
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,6,7,1,1
100,M,None,5,76,0,0,7,8,1,1
100,M,None,5,76,0,0,7,8,1,0
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,2,3,1,0
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,2,3,1,1
101,M,None,5,40,0.25,0,2,3,1,1
101,M,None,5,40,0.25,0,3,4,1,1
101,M,None,5,40,0.25,0,3,4,1,0
101,M,None,5,40,0.25,0,2,3,1,0
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,2,3,1,1
101,M,None,5,40,0.25,0,2,3,1,1
101,M,None,5,40,0.25,0,3,4,1,1
101,M,None,5,40,0.25,0,3,4,1,0
101,M,None,5,40,0.25,0,2,3,1,1
101,M,None,5,40,0.25,0,2,3,1,0
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,1,2,1,1
101,M,None,5,40,0.25,0,2,3,1,1
101,M,None,5,40,0.25,0,2,3,1,1
101,M,None,5,40,0.25,0,3,4,1,1
101,M,None,5,40,0.25,0,3,4,1,1
101,M,None,5,40,0.25,0,4,5,1,1
101,M,None,5,40,0.25,0,4,5,1,1
101,M,None,5,40,0.25,0,5,6,1,0
101,M,None,5,40,0.25,0,4,5,1,1
101,M,None,5,40,0.25,0,4,5,1,0
101,M,None,5,40,0.25,0,3,4,1,0
102,M,Some,6,47,0.166666666666667,0,1,2,1,1
102,M,Some,6,47,0.166666666666667,0,1,2,1,1
102,M,Some,6,47,0.166666666666667,0,2,3,1,1
102,M,Some,6,47,0.166666666666667,0,2,3,1,1
102,M,Some,6,47,0.166666666666667,0,3,4,1,1
102,M,Some,6,47,0.166666666666667,0,3,4,1,1
102,M,Some,6,47,0.166666666666667,0,4,5,1,1
102,M,Some,6,47,0.166666666666667,0,4,5,1,1
102,M,Some,6,47,0.166666666666667,0,5,6,1,1
102,M,Some,6,47,0.166666666666667,0,5,6,1,1
102,M,Some,6,47,0.166666666666667,0,6,7,1,1
102,M,Some,6,47,0.166666666666667,0,6,7,1,0
102,M,Some,6,47,0.166666666666667,0,5,6,1,1
102,M,Some,6,47,0.166666666666667,0,5,6,1,0
102,M,Some,6,47,0.166666666666667,0,4,5,1,1
102,M,Some,6,47,0.166666666666667,0,4,5,1,1
102,M,Some,6,47,0.166666666666667,0,5,6,1,1
102,M,Some,6,47,0.166666666666667,0,5,6,1,0
102,M,Some,6,47,0.166666666666667,0,4,5,1,0
102,M,Some,6,47,0.166666666666667,0,3,4,1,1
102,M,Some,6,47,0.166666666666667,0,3,4,1,1
102,M,Some,6,47,0.166666666666667,0,4,5,1,1
102,M,Some,6,47,0.166666666666667,0,4,5,1,1
102,M,Some,6,47,0.166666666666667,0,5,6,1,0
102,M,Some,6,47,0.166666666666667,0,4,5,1,1
102,M,Some,6,47,0.166666666666667,0,4,5,1,0
102,M,Some,6,47,0.166666666666667,0,3,4,1,1
102,M,Some,6,47,0.166666666666667,0,3,4,1,1
102,M,Some,6,47,0.166666666666667,0,4,5,1,0
102,M,Some,6,47,0.166666666666667,0,3,4,1,0
103,F,None,13,39,0.25,2,1,2,1,1
103,F,None,13,39,0.25,2,1,2,1,1
103,F,None,13,39,0.25,2,1,2,1,1
103,F,None,13,39,0.25,2,1,2,1,1
103,F,None,13,39,0.25,2,2,3,1,1
103,F,None,13,39,0.25,2,2,3,1,1
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,4,5,1,0
103,F,None,13,39,0.25,2,3,4,1,0
103,F,None,13,39,0.25,2,2,3,1,0
103,F,None,13,39,0.25,2,1,2,1,1
103,F,None,13,39,0.25,2,1,2,1,1
103,F,None,13,39,0.25,2,2,3,1,1
103,F,None,13,39,0.25,2,2,3,1,1
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,4,5,1,1
103,F,None,13,39,0.25,2,4,5,1,1
103,F,None,13,39,0.25,2,5,6,1,1
103,F,None,13,39,0.25,2,5,6,1,0
103,F,None,13,39,0.25,2,4,5,1,0
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,4,5,1,1
103,F,None,13,39,0.25,2,4,5,1,0
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,3,4,1,1
103,F,None,13,39,0.25,2,4,5,1,1
103,F,None,13,39,0.25,2,4,5,1,0
104,M,Some,7,17,0.5,7,1,2,1,1
104,M,Some,7,17,0.5,7,1,2,1,1
104,M,Some,7,17,0.5,7,2,3,1,1
104,M,Some,7,17,0.5,7,2,3,1,1
104,M,Some,7,17,0.5,7,3,4,1,1
104,M,Some,7,17,0.5,7,3,4,1,1
104,M,Some,7,17,0.5,7,4,5,1,1
104,M,Some,7,17,0.5,7,4,5,1,1
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,6,7,1,0
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,6,7,1,1
104,M,Some,7,17,0.5,7,6,7,1,0
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,5,6,1,0
104,M,Some,7,17,0.5,7,4,5,1,1
104,M,Some,7,17,0.5,7,4,5,1,1
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,6,7,1,1
104,M,Some,7,17,0.5,7,6,7,1,0
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,5,6,1,1
104,M,Some,7,17,0.5,7,6,7,1,1
104,M,Some,7,17,0.5,7,6,7,1,1
104,M,Some,7,17,0.5,7,7,8,1,0
104,M,Some,7,17,0.5,7,6,7,1,1
104,M,Some,7,17,0.5,7,6,7,1,0
105,M,Some,7,16,0.5,5,1,2,1,1
105,M,Some,7,16,0.5,5,1,2,1,1
105,M,Some,7,16,0.5,5,2,3,1,1
105,M,Some,7,16,0.5,5,2,3,1,1
105,M,Some,7,16,0.5,5,3,4,1,1
105,M,Some,7,16,0.5,5,3,4,1,1
105,M,Some,7,16,0.5,5,4,5,1,1
105,M,Some,7,16,0.5,5,4,5,1,1
105,M,Some,7,16,0.5,5,5,6,1,1
105,M,Some,7,16,0.5,5,5,6,1,1
105,M,Some,7,16,0.5,5,6,7,1,0
105,M,Some,7,16,0.5,5,5,6,1,1
105,M,Some,7,16,0.5,5,5,6,1,1
105,M,Some,7,16,0.5,5,6,7,1,1
105,M,Some,7,16,0.5,5,6,7,1,1
105,M,Some,7,16,0.5,5,7,8,1,1
105,M,Some,7,16,0.5,5,7,8,1,1
105,M,Some,7,16,0.5,5,8,9,1,1
105,M,Some,7,16,0.5,5,8,9,1,1
105,M,Some,7,16,0.5,5,9,10,1,1
105,M,Some,7,16,0.5,5,9,10,1,1
105,M,Some,7,16,0.5,5,10,11,1,1
105,M,Some,7,16,0.5,5,10,11,1,1
105,M,Some,7,16,0.5,5,11,12,1,1
105,M,Some,7,16,0.5,5,11,12,1,0
105,M,Some,7,16,0.5,5,10,11,1,1
105,M,Some,7,16,0.5,5,10,11,1,1
105,M,Some,7,16,0.5,5,11,12,1,1
105,M,Some,7,16,0.5,5,11,12,1,1
105,M,Some,7,16,0.5,5,12,13,1,0
106,F,Some,7,16,0.166666666666667,6,1,2,1,1
106,F,Some,7,16,0.166666666666667,6,1,2,1,1
106,F,Some,7,16,0.166666666666667,6,2,3,1,1
106,F,Some,7,16,0.166666666666667,6,2,3,1,1
106,F,Some,7,16,0.166666666666667,6,3,4,1,0
106,F,Some,7,16,0.166666666666667,6,2,3,1,1
106,F,Some,7,16,0.166666666666667,6,2,3,1,0
106,F,Some,7,16,0.166666666666667,6,1,2,1,1
106,F,Some,7,16,0.166666666666667,6,1,2,1,1
106,F,Some,7,16,0.166666666666667,6,2,3,1,1
106,F,Some,7,16,0.166666666666667,6,2,3,1,1
106,F,Some,7,16,0.166666666666667,6,3,4,1,1
106,F,Some,7,16,0.166666666666667,6,3,4,1,1
106,F,Some,7,16,0.166666666666667,6,4,5,1,1
106,F,Some,7,16,0.166666666666667,6,4,5,1,0
106,F,Some,7,16,0.166666666666667,6,3,4,1,1
106,F,Some,7,16,0.166666666666667,6,3,4,1,0
106,F,Some,7,16,0.166666666666667,6,2,3,1,1
106,F,Some,7,16,0.166666666666667,6,2,3,1,1
106,F,Some,7,16,0.166666666666667,6,3,4,1,1
106,F,Some,7,16,0.166666666666667,6,3,4,1,1
106,F,Some,7,16,0.166666666666667,6,4,5,1,1
106,F,Some,7,16,0.166666666666667,6,4,5,1,0
106,F,Some,7,16,0.166666666666667,6,3,4,1,1
106,F,Some,7,16,0.166666666666667,6,3,4,1,1
106,F,Some,7,16,0.166666666666667,6,4,5,1,1
106,F,Some,7,16,0.166666666666667,6,4,5,1,1
106,F,Some,7,16,0.166666666666667,6,5,6,1,0
106,F,Some,7,16,0.166666666666667,6,4,5,1,0
106,F,Some,7,16,0.166666666666667,6,3,4,1,0
107,F,Some,8,17,0.166666666666667,2,1,2,1,1
107,F,Some,8,17,0.166666666666667,2,1,2,1,1
107,F,Some,8,17,0.166666666666667,2,2,3,1,1
107,F,Some,8,17,0.166666666666667,2,2,3,1,1
107,F,Some,8,17,0.166666666666667,2,3,4,1,1
107,F,Some,8,17,0.166666666666667,2,3,4,1,1
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,0
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,1
107,F,Some,8,17,0.166666666666667,2,6,7,1,0
107,F,Some,8,17,0.166666666666667,2,5,6,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,0
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,4,5,1,0
107,F,Some,8,17,0.166666666666667,2,3,4,1,1
107,F,Some,8,17,0.166666666666667,2,3,4,1,1
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,0
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,4,5,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,1
107,F,Some,8,17,0.166666666666667,2,5,6,1,1
107,F,Some,8,17,0.166666666666667,2,6,7,1,1
107,F,Some,8,17,0.166666666666667,2,6,7,1,0
108,F,None,4,19,0.083333333333333,0,1,2,1,1
108,F,None,4,19,0.083333333333333,0,1,2,1,1
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,1
108,F,None,4,19,0.083333333333333,0,4,5,1,1
108,F,None,4,19,0.083333333333333,0,4,5,1,1
108,F,None,4,19,0.083333333333333,0,5,6,1,1
108,F,None,4,19,0.083333333333333,0,5,6,1,1
108,F,None,4,19,0.083333333333333,0,6,7,1,0
108,F,None,4,19,0.083333333333333,0,5,6,1,0
108,F,None,4,19,0.083333333333333,0,4,5,1,1
108,F,None,4,19,0.083333333333333,0,4,5,1,0
108,F,None,4,19,0.083333333333333,0,3,4,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,0
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,1
108,F,None,4,19,0.083333333333333,0,4,5,1,0
108,F,None,4,19,0.083333333333333,0,3,4,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,0
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,0
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,2,3,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,1
108,F,None,4,19,0.083333333333333,0,3,4,1,0
109,F,None,6,30,0.166666666666667,8,1,2,1,1
109,F,None,6,30,0.166666666666667,8,1,2,1,1
109,F,None,6,30,0.166666666666667,8,2,3,1,1
109,F,None,6,30,0.166666666666667,8,2,3,1,1
109,F,None,6,30,0.166666666666667,8,3,4,1,1
109,F,None,6,30,0.166666666666667,8,3,4,1,1
109,F,None,6,30,0.166666666666667,8,4,5,1,1
109,F,None,6,30,0.166666666666667,8,4,5,1,1
109,F,None,6,30,0.166666666666667,8,5,6,1,0
109,F,None,6,30,0.166666666666667,8,4,5,1,1
109,F,None,6,30,0.166666666666667,8,4,5,1,1
109,F,None,6,30,0.166666666666667,8,5,6,1,1
109,F,None,6,30,0.166666666666667,8,5,6,1,0
109,F,None,6,30,0.166666666666667,8,4,5,1,1
109,F,None,6,30,0.166666666666667,8,4,5,1,0
109,F,None,6,30,0.166666666666667,8,3,4,1,0
109,F,None,6,30,0.166666666666667,8,2,3,1,1
109,F,None,6,30,0.166666666666667,8,2,3,1,1
109,F,None,6,30,0.166666666666667,8,3,4,1,1
109,F,None,6,30,0.166666666666667,8,3,4,1,1
109,F,None,6,30,0.166666666666667,8,4,5,1,1
109,F,None,6,30,0.166666666666667,8,4,5,1,1
109,F,None,6,30,0.166666666666667,8,5,6,1,1
109,F,None,6,30,0.166666666666667,8,5,6,1,1
109,F,None,6,30,0.166666666666667,8,6,7,1,0
109,F,None,6,30,0.166666666666667,8,5,6,1,1
109,F,None,6,30,0.166666666666667,8,5,6,1,1
109,F,None,6,30,0.166666666666667,8,6,7,1,1
109,F,None,6,30,0.166666666666667,8,6,7,1,0
109,F,None,6,30,0.166666666666667,8,5,6,1,0
110,F,None,8,16,0.25,7,1,2,1,1
110,F,None,8,16,0.25,7,1,2,1,1
110,F,None,8,16,0.25,7,2,3,1,1
110,F,None,8,16,0.25,7,2,3,1,1
110,F,None,8,16,0.25,7,3,4,1,1
110,F,None,8,16,0.25,7,3,4,1,1
110,F,None,8,16,0.25,7,4,5,1,1
110,F,None,8,16,0.25,7,4,5,1,1
110,F,None,8,16,0.25,7,5,6,1,1
110,F,None,8,16,0.25,7,5,6,1,0
110,F,None,8,16,0.25,7,4,5,1,1
110,F,None,8,16,0.25,7,4,5,1,1
110,F,None,8,16,0.25,7,5,6,1,1
110,F,None,8,16,0.25,7,5,6,1,1
110,F,None,8,16,0.25,7,6,7,1,1
110,F,None,8,16,0.25,7,6,7,1,1
110,F,None,8,16,0.25,7,7,8,1,1
110,F,None,8,16,0.25,7,7,8,1,0
110,F,None,8,16,0.25,7,6,7,1,1
110,F,None,8,16,0.25,7,6,7,1,1
110,F,None,8,16,0.25,7,7,8,1,1
110,F,None,8,16,0.25,7,7,8,1,1
110,F,None,8,16,0.25,7,8,9,1,1
110,F,None,8,16,0.25,7,8,9,1,0
110,F,None,8,16,0.25,7,7,8,1,1
110,F,None,8,16,0.25,7,7,8,1,1
110,F,None,8,16,0.25,7,8,9,1,1
110,F,None,8,16,0.25,7,8,9,1,0
110,F,None,8,16,0.25,7,7,8,1,1
110,F,None,8,16,0.25,7,7,8,1,0
111,F,Well,5,33,0.666666666666667,12,1,2,1,1
111,F,Well,5,33,0.666666666666667,12,1,2,1,1
111,F,Well,5,33,0.666666666666667,12,2,3,1,1
111,F,Well,5,33,0.666666666666667,12,2,3,1,1
111,F,Well,5,33,0.666666666666667,12,3,4,1,1
111,F,Well,5,33,0.666666666666667,12,3,4,1,1
111,F,Well,5,33,0.666666666666667,12,4,5,1,1
111,F,Well,5,33,0.666666666666667,12,4,5,1,1
111,F,Well,5,33,0.666666666666667,12,5,6,1,0
111,F,Well,5,33,0.666666666666667,12,4,5,1,1
111,F,Well,5,33,0.666666666666667,12,4,5,1,1
111,F,Well,5,33,0.666666666666667,12,5,6,1,1
111,F,Well,5,33,0.666666666666667,12,5,6,1,1
111,F,Well,5,33,0.666666666666667,12,6,7,1,1
111,F,Well,5,33,0.666666666666667,12,6,7,1,1
111,F,Well,5,33,0.666666666666667,12,7,8,1,1
111,F,Well,5,33,0.666666666666667,12,7,8,1,1
111,F,Well,5,33,0.666666666666667,12,8,9,1,0
111,F,Well,5,33,0.666666666666667,12,7,8,1,1
111,F,Well,5,33,0.666666666666667,12,7,8,1,1
111,F,Well,5,33,0.666666666666667,12,8,9,1,1
111,F,Well,5,33,0.666666666666667,12,8,9,1,1
111,F,Well,5,33,0.666666666666667,12,9,10,1,1
111,F,Well,5,33,0.666666666666667,12,9,10,1,1
111,F,Well,5,33,0.666666666666667,12,10,11,1,0
111,F,Well,5,33,0.666666666666667,12,9,10,1,1
111,F,Well,5,33,0.666666666666667,12,9,10,1,1
111,F,Well,5,33,0.666666666666667,12,10,11,1,0
111,F,Well,5,33,0.666666666666667,12,9,10,1,1
111,F,Well,5,33,0.666666666666667,12,9,10,1,0
112,F,Some,3,17,0.416666666666667,7,1,2,1,1
112,F,Some,3,17,0.416666666666667,7,1,2,1,1
112,F,Some,3,17,0.416666666666667,7,2,3,1,1
112,F,Some,3,17,0.416666666666667,7,2,3,1,1
112,F,Some,3,17,0.416666666666667,7,3,4,1,1
112,F,Some,3,17,0.416666666666667,7,3,4,1,1
112,F,Some,3,17,0.416666666666667,7,4,5,1,1
112,F,Some,3,17,0.416666666666667,7,4,5,1,1
112,F,Some,3,17,0.416666666666667,7,5,6,1,1
112,F,Some,3,17,0.416666666666667,7,5,6,1,1
112,F,Some,3,17,0.416666666666667,7,6,7,1,1
112,F,Some,3,17,0.416666666666667,7,6,7,1,0
112,F,Some,3,17,0.416666666666667,7,5,6,1,1
112,F,Some,3,17,0.416666666666667,7,5,6,1,1
112,F,Some,3,17,0.416666666666667,7,6,7,1,1
112,F,Some,3,17,0.416666666666667,7,6,7,1,0
112,F,Some,3,17,0.416666666666667,7,5,6,1,0
112,F,Some,3,17,0.416666666666667,7,4,5,1,1
112,F,Some,3,17,0.416666666666667,7,4,5,1,0
112,F,Some,3,17,0.416666666666667,7,3,4,1,1
112,F,Some,3,17,0.416666666666667,7,3,4,1,1
112,F,Some,3,17,0.416666666666667,7,4,5,1,1
112,F,Some,3,17,0.416666666666667,7,4,5,1,1
112,F,Some,3,17,0.416666666666667,7,5,6,1,0
112,F,Some,3,17,0.416666666666667,7,4,5,1,1
112,F,Some,3,17,0.416666666666667,7,4,5,1,1
112,F,Some,3,17,0.416666666666667,7,5,6,1,1
112,F,Some,3,17,0.416666666666667,7,5,6,1,1
112,F,Some,3,17,0.416666666666667,7,6,7,1,1
112,F,Some,3,17,0.416666666666667,7,6,7,1,0
113,F,Some,6,39,0.083333333333333,1,1,2,1,1
113,F,Some,6,39,0.083333333333333,1,1,2,1,1
113,F,Some,6,39,0.083333333333333,1,1,2,1,1
113,F,Some,6,39,0.083333333333333,1,2,3,1,1
113,F,Some,6,39,0.083333333333333,1,2,3,1,1
113,F,Some,6,39,0.083333333333333,1,3,4,1,1
113,F,Some,6,39,0.083333333333333,1,3,4,1,1
113,F,Some,6,39,0.083333333333333,1,4,5,1,1
113,F,Some,6,39,0.083333333333333,1,4,5,1,1
113,F,Some,6,39,0.083333333333333,1,5,6,1,1
113,F,Some,6,39,0.083333333333333,1,5,6,1,1
113,F,Some,6,39,0.083333333333333,1,6,7,1,1
113,F,Some,6,39,0.083333333333333,1,6,7,1,1
113,F,Some,6,39,0.083333333333333,1,7,8,1,1
113,F,Some,6,39,0.083333333333333,1,7,8,1,1
113,F,Some,6,39,0.083333333333333,1,8,9,1,1
113,F,Some,6,39,0.083333333333333,1,8,9,1,0
113,F,Some,6,39,0.083333333333333,1,7,8,1,0
113,F,Some,6,39,0.083333333333333,1,6,7,1,1
113,F,Some,6,39,0.083333333333333,1,6,7,1,1
113,F,Some,6,39,0.083333333333333,1,7,8,1,1
113,F,Some,6,39,0.083333333333333,1,7,8,1,1
113,F,Some,6,39,0.083333333333333,1,8,9,1,1
113,F,Some,6,39,0.083333333333333,1,8,9,1,0
113,F,Some,6,39,0.083333333333333,1,7,8,1,0
113,F,Some,6,39,0.083333333333333,1,6,7,1,1
113,F,Some,6,39,0.083333333333333,1,6,7,1,1
113,F,Some,6,39,0.083333333333333,1,7,8,1,1
113,F,Some,6,39,0.083333333333333,1,7,8,1,1
113,F,Some,6,39,0.083333333333333,1,8,9,1,0
114,F,Some,4,20,0.166666666666667,1,1,2,1,1
114,F,Some,4,20,0.166666666666667,1,1,2,1,1
114,F,Some,4,20,0.166666666666667,1,2,3,1,1
114,F,Some,4,20,0.166666666666667,1,2,3,1,1
114,F,Some,4,20,0.166666666666667,1,3,4,1,1
114,F,Some,4,20,0.166666666666667,1,3,4,1,1
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,1
114,F,Some,4,20,0.166666666666667,1,6,7,1,0
114,F,Some,4,20,0.166666666666667,1,5,6,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,0
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,0
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,1
114,F,Some,4,20,0.166666666666667,1,6,7,1,1
114,F,Some,4,20,0.166666666666667,1,6,7,1,0
114,F,Some,4,20,0.166666666666667,1,5,6,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,0
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,5,6,1,0
114,F,Some,4,20,0.166666666666667,1,4,5,1,1
114,F,Some,4,20,0.166666666666667,1,4,5,1,0
115,M,Some,8,44,0.166666666666667,0,1,2,1,1
115,M,Some,8,44,0.166666666666667,0,1,2,1,1
115,M,Some,8,44,0.166666666666667,0,2,3,1,1
115,M,Some,8,44,0.166666666666667,0,2,3,1,1
115,M,Some,8,44,0.166666666666667,0,3,4,1,1
115,M,Some,8,44,0.166666666666667,0,3,4,1,1
115,M,Some,8,44,0.166666666666667,0,4,5,1,1
115,M,Some,8,44,0.166666666666667,0,4,5,1,1
115,M,Some,8,44,0.166666666666667,0,5,6,1,0
115,M,Some,8,44,0.166666666666667,0,4,5,1,1
115,M,Some,8,44,0.166666666666667,0,4,5,1,1
115,M,Some,8,44,0.166666666666667,0,5,6,1,1
115,M,Some,8,44,0.166666666666667,0,5,6,1,1
115,M,Some,8,44,0.166666666666667,0,6,7,1,0
115,M,Some,8,44,0.166666666666667,0,5,6,1,1
115,M,Some,8,44,0.166666666666667,0,5,6,1,1
115,M,Some,8,44,0.166666666666667,0,6,7,1,1
115,M,Some,8,44,0.166666666666667,0,6,7,1,1
115,M,Some,8,44,0.166666666666667,0,7,8,1,1
115,M,Some,8,44,0.166666666666667,0,7,8,1,1
115,M,Some,8,44,0.166666666666667,0,8,9,1,1
115,M,Some,8,44,0.166666666666667,0,8,9,1,0
115,M,Some,8,44,0.166666666666667,0,7,8,1,1
115,M,Some,8,44,0.166666666666667,0,7,8,1,0
115,M,Some,8,44,0.166666666666667,0,6,7,1,1
115,M,Some,8,44,0.166666666666667,0,6,7,1,1
115,M,Some,8,44,0.166666666666667,0,7,8,1,0
115,M,Some,8,44,0.166666666666667,0,6,7,1,1
115,M,Some,8,44,0.166666666666667,0,6,7,1,0
115,M,Some,8,44,0.166666666666667,0,5,6,1,0
116,M,Some,7,57,0.25,0,1,2,1,1
116,M,Some,7,57,0.25,0,1,2,1,1
116,M,Some,7,57,0.25,0,2,3,1,1
116,M,Some,7,57,0.25,0,2,3,1,1
116,M,Some,7,57,0.25,0,3,4,1,1
116,M,Some,7,57,0.25,0,3,4,1,1
116,M,Some,7,57,0.25,0,4,5,1,1
116,M,Some,7,57,0.25,0,4,5,1,1
116,M,Some,7,57,0.25,0,5,6,1,1
116,M,Some,7,57,0.25,0,5,6,1,1
116,M,Some,7,57,0.25,0,6,7,1,1
116,M,Some,7,57,0.25,0,6,7,1,1
116,M,Some,7,57,0.25,0,7,8,1,1
116,M,Some,7,57,0.25,0,7,8,1,1
116,M,Some,7,57,0.25,0,8,9,1,0
116,M,Some,7,57,0.25,0,7,8,1,1
116,M,Some,7,57,0.25,0,7,8,1,1
116,M,Some,7,57,0.25,0,8,9,1,1
116,M,Some,7,57,0.25,0,8,9,1,0
116,M,Some,7,57,0.25,0,7,8,1,1
116,M,Some,7,57,0.25,0,7,8,1,1
116,M,Some,7,57,0.25,0,8,9,1,1
116,M,Some,7,57,0.25,0,8,9,1,1
116,M,Some,7,57,0.25,0,9,10,1,1
116,M,Some,7,57,0.25,0,9,10,1,1
116,M,Some,7,57,0.25,0,10,11,1,1
116,M,Some,7,57,0.25,0,10,11,1,1
116,M,Some,7,57,0.25,0,11,12,1,1
116,M,Some,7,57,0.25,0,11,12,1,1
116,M,Some,7,57,0.25,0,12,13,1,0
117,M,Well,10,18,0.333333333333333,8,1,2,1,1
117,M,Well,10,18,0.333333333333333,8,1,2,1,1
117,M,Well,10,18,0.333333333333333,8,2,3,1,1
117,M,Well,10,18,0.333333333333333,8,2,3,1,1
117,M,Well,10,18,0.333333333333333,8,3,4,1,1
117,M,Well,10,18,0.333333333333333,8,3,4,1,1
117,M,Well,10,18,0.333333333333333,8,4,5,1,1
117,M,Well,10,18,0.333333333333333,8,4,5,1,1
